token;type;SegnaleDisc;Macrofunzione;Tipo di interazione;Microfunzione
sai_10;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_11;sai;Non_SD;;intervista semistrutturata;
sai_12;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Filler, riempimento dei tempi di formulazione
sai_13;sai;Non_SD;;intervista semistrutturata;
sai_14;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_15;sai;Non_SD;;pasto;
sai_16;sai;Non_SD;;pasto;
sai_17;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_18;sai;Non_SD;;conversazione libera;
sai_19;sai;Non_SD;;conversazione libera;
sai_20;sai;Non_SD;;conversazione libera;
sai_21;sai;Non_SD;;conversazione libera;
sai_22;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_23;sai;Non_SD;;intervista semistrutturata;
sai_24;sai;Non_SD;;intervista semistrutturata;
sai_25;sai;Non_SD;;intervista semistrutturata;
sai_26;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_27;sai;Non_SD;;intervista semistrutturata;
sai_28;sai;Non_SD;;intervista semistrutturata;
sai_29;sai;Non_SD;;intervista semistrutturata;
sai_30;sai;SD;Interazionale & Metatestuale & Cognitiva;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione & Attenuazione
sai_31;sai;Non_SD;;intervista semistrutturata;
sai_32;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Marcatura di citazione/discorso riportato
sai_33;sai;SD;Metatestuale & Cognitiva;intervista semistrutturata;Filler, riempimento dei tempi di formulazione & Attenuazione
sai_34;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_35;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_36;sai;Non_SD;;intervista semistrutturata;
sai_37;sai;SD;Interazionale & Cognitiva;intervista semistrutturata;Marcatura della conoscenza condivisa & Marcatura dell'inferenza
sai_38;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_39;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_40;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_41;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_42;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Cessione del turno
sai_43;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Filler, riempimento dei tempi di formulazione
sai_44;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_45;sai;SD;Cognitiva;intervista semistrutturata;Approssimazione
sai_46;sai;Non_SD;;intervista semistrutturata;
sai_47;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_48;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Riformulazione
sai_49;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Richiesta di accordo/conferma & Filler, riempimento dei tempi di formulazione
sai_50;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_51;sai;Non_SD;;intervista semistrutturata;
sai_52;sai;Non_SD;;intervista semistrutturata;
sai_53;sai;Non_SD;;intervista semistrutturata;
sai_54;sai;Non_SD;;intervista semistrutturata;
sai_55;sai;Non_SD;;intervista semistrutturata;
sai_56;sai;Non_SD;;intervista semistrutturata;
sai_57;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_58;sai;Non_SD;;intervista semistrutturata;
sai_59;sai;Non_SD;;conversazione libera;
sai_60;sai;Non_SD;;conversazione libera;
sai_61;sai;SD;Cognitiva;conversazione libera;Approssimazione
sai_62;sai;Non_SD;;intervista semistrutturata;
sai_63;sai;Non_SD;;intervista semistrutturata;
sai_64;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_65;sai;Non_SD;;intervista semistrutturata;
sai_66;sai;Non_SD;;intervista semistrutturata;
sai_67;sai;Non_SD;;intervista semistrutturata;
sai_68;sai;Non_SD;;intervista semistrutturata;
sai_69;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_70;sai;Non_SD;;pasto;
sai_71;sai;Non_SD;;pasto;
sai_72;sai;Non_SD;;pasto;
sai_73;sai;Non_SD;;pasto;
sai_74;sai;Non_SD;;pasto;
sai_75;sai;Non_SD;;pasto;
sai_76;sai;Non_SD;;pasto;
sai_77;sai;SD;Interazionale & Metatestuale;pasto;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_78;sai;Non_SD;;pasto;
sai_79;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_80;sai;Non_SD;;pasto;
sai_81;sai;Non_SD;;conversazione libera;
sai_82;sai;Non_SD;;conversazione libera;
sai_83;sai;Non_SD;;conversazione libera;
sai_84;sai;Non_SD;;conversazione libera;
sai_85;sai;Non_SD;;conversazione libera;
sai_86;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_87;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa & Chiusura di un topic
sai_88;sai;Non_SD;;intervista semistrutturata;
sai_89;sai;Non_SD;;intervista semistrutturata;
sai_90;sai;Non_SD;;intervista semistrutturata;
sai_91;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Marcatura di citazione/discorso riportato
sai_92;sai;Non_SD;;intervista semistrutturata;
sai_93;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Filler, riempimento dei tempi di formulazione
sai_94;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_95;sai;SD;Interazionale;pasto;Richiesta di accordo/conferma
sai_96;sai;Non_SD;;pasto;
sai_97;sai;Non_SD;;pasto;
sai_98;sai;Non_SD;;pasto;
sai_99;sai;Non_SD;;pasto;
sai_100;sai;Non_SD;;pasto;
sai_101;sai;Non_SD;;intervista semistrutturata;
sai_102;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_103;sai;Non_SD;;lezione;
sai_104;sai;SD;Interazionale & Cognitiva;intervista semistrutturata;Marcatura della conoscenza condivisa & Marcatura dell'inferenza
sai_105;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_106;sai;Non_SD;;intervista semistrutturata;
sai_107;sai;Non_SD;;intervista semistrutturata;
sai_108;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_109;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
sai_110;sai;SD;Interazionale & Cognitiva;intervista semistrutturata;Cessione del turno & Attenuazione
sai_111;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_112;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_113;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_114;sai;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
sai_115;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_116;sai;Non_SD;;intervista semistrutturata;
sai_117;sai;Non_SD;;intervista semistrutturata;
sai_118;sai;Non_SD;;intervista semistrutturata;
sai_119;sai;Non_SD;;intervista semistrutturata;
sai_120;sai;Non_SD;;intervista semistrutturata;
sai_121;sai;Non_SD;;intervista semistrutturata;
sai_122;sai;Non_SD;;intervista semistrutturata;
sai_123;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_124;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_125;sai;Non_SD;;intervista semistrutturata;
sai_126;sai;Non_SD;;intervista semistrutturata;
sai_127;sai;Non_SD;;intervista semistrutturata;
sai_128;sai;Non_SD;;esame;
sai_129;sai;Non_SD;;intervista semistrutturata;
sai_130;sai;Non_SD;;intervista semistrutturata;
sai_131;sai;Non_SD;;intervista semistrutturata;
sai_132;sai;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
sai_133;sai;Non_SD;;intervista semistrutturata;
sai_134;sai;Non_SD;;pasto;
sai_135;sai;Non_SD;;pasto;
sai_136;sai;Non_SD;;pasto;
sai_137;sai;Non_SD;;intervista semistrutturata;
sai_138;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_139;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_140;sai;Non_SD;;intervista semistrutturata;
sai_141;sai;Non_SD;;intervista semistrutturata;
sai_142;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_143;sai;Non_SD;;intervista semistrutturata;
sai_144;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma
sai_145;sai;Non_SD;;intervista semistrutturata;
sai_146;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_147;sai;Non_SD;;conversazione libera;
sai_148;sai;Non_SD;;conversazione libera;
sai_149;sai;Non_SD;;conversazione libera;
sai_150;sai;Non_SD;;conversazione libera;
sai_151;sai;Non_SD;;conversazione libera;
sai_152;sai;Non_SD;;conversazione libera;
sai_153;sai;Non_SD;;conversazione libera;
sai_154;sai;Non_SD;;intervista semistrutturata;
sai_155;sai;Non_SD;;intervista semistrutturata;
sai_156;sai;Non_SD;;intervista semistrutturata;
sai_157;sai;Non_SD;;intervista semistrutturata;
sai_158;sai;Non_SD;;intervista semistrutturata;
sai_159;sai;Non_SD;;conversazione libera;
sai_160;sai;Non_SD;;conversazione libera;
sai_161;sai;Non_SD;;conversazione libera;
sai_162;sai;Non_SD;;conversazione libera;
sai_163;sai;Non_SD;;pasto;
sai_164;sai;Non_SD;;pasto;
sai_165;sai;Non_SD;;pasto;
sai_166;sai;Non_SD;;pasto;
sai_167;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_168;sai;Non_SD;;intervista semistrutturata;
sai_169;sai;Non_SD;;intervista semistrutturata;
sai_170;sai;SD;Interazionale;intervista semistrutturata;Cessione del turno
sai_171;sai;Non_SD;;intervista semistrutturata;
sai_172;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_173;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_174;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_175;sai;Non_SD;;intervista semistrutturata;
sai_176;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_177;sai;Non_SD;;intervista semistrutturata;
sai_178;sai;Non_SD;;intervista semistrutturata;
sai_179;sai;Non_SD;;intervista semistrutturata;
sai_180;sai;Non_SD;;intervista semistrutturata;
sai_181;sai;Non_SD;;intervista semistrutturata;
sai_182;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_183;sai;Non_SD;;intervista semistrutturata;
sai_184;sai;SD;Metatestuale;intervista semistrutturata;Riformulazione
sai_185;sai;SD;Interazionale & Cognitiva;intervista semistrutturata;Marcatura della conoscenza condivisa & Marcatura dell'inferenza
sai_186;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_187;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_188;sai;Non_SD;;conversazione libera;
sai_189;sai;Non_SD;;conversazione libera;
sai_190;sai;Non_SD;;conversazione libera;
sai_191;sai;SD;Interazionale;conversazione libera;Marcatura della conoscenza condivisa
sai_192;sai;Non_SD;;intervista semistrutturata;
sai_193;sai;Non_SD;;intervista semistrutturata;
sai_194;sai;Non_SD;;intervista semistrutturata;
sai_195;sai;Non_SD;;intervista semistrutturata;
sai_196;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_197;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_198;sai;Non_SD;;intervista semistrutturata;
sai_199;sai;Non_SD;;intervista semistrutturata;
sai_200;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
sai_201;sai;Non_SD;;conversazione libera;
sai_202;sai;Non_SD;;conversazione libera;
sai_203;sai;Non_SD;;intervista semistrutturata;
sai_204;sai;Non_SD;;intervista semistrutturata;
sai_205;sai;Non_SD;;intervista semistrutturata;
sai_206;sai;Non_SD;;intervista semistrutturata;
sai_207;sai;Non_SD;;intervista semistrutturata;
sai_208;sai;Non_SD;;intervista semistrutturata;
sai_209;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_210;sai;Non_SD;;conversazione libera;
sai_211;sai;Non_SD;;conversazione libera;
sai_212;sai;Non_SD;;pasto;
sai_213;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_214;sai;Non_SD;;intervista semistrutturata;
sai_215;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_216;sai;SD;Interazionale & Cognitiva;pasto;Marcatura della conoscenza condivisa & Approssimazione
